Job Title,Company Name,Rating,Experience,Salary,Location,Type,Skills Required
AI and Data Science Engineer,PwC,3.6,12-20 Yrs,Not disclosed,Hyderabad,Full Time,AWS
Sr Data Scientist,Accenture,4.1,5-8 Yrs,Not disclosed,Mumbai,Full Time,AWS
Data Science - Route Optimization - Senior Associate 2-ANI,PwC,3.6,6-7 Yrs,Not disclosed,Hyderabad,Full Time,AWS
Sr Data Scientist,ServiceNow,4.1,15-20 Yrs,Not disclosed,Hyderabad,Full Time,ML
Sr Data Scientist,Service Now Planet,5,15-16 Yrs,Not disclosed,Hyderabad,Full Time,ML
Sr Data Scientist,Bajaj Finance,4.1,2-4 Yrs,Not disclosed,Mumbai,Full Time,Python
Senior Analyst - Data Science (Regression),Tiger Analytics,3.5,2-4 Yrs,Not disclosed,Hyderabad,Full Time,ML
Marketing / Data Science - Professional,Accenture,4.1,2-3 Yrs,Not disclosed,Bangalore,Full Time,Python
Data Science Analytics Specialist - Data Science,Accenture,4.1,7-11 Yrs,Not disclosed,Mumbai,Full Time,DataAanlysis
AI and Data Science Engineer,AVE-Promagne Business Solutions,4.1,9-14 Yrs,Not disclosed,Hyderabad,Full Time,Python
Manager-Data Science,AMERICAN EXPRESS,4.3,2-6 Yrs,Not disclosed,Hyderabad,Full Time,ML
Data Science Specialist,Accenture,4.1,2-4 Yrs,Not disclosed,Hyderabad,Full Time,Python
Senior Analyst - Data Science,Tiger Analytics,3.5,0-4 Yrs,Not disclosed,Chennai,Full Time,ML
Delivery Head - Analytics & Data Science,Okda Solutions,4.1,8-13 Yrs,Not disclosed,Gurgaon,Full Time,ML
Lead Data Scientist,CAMBRIDGE TECHNOLOGY ENTERPRISES (CTE),3.9,5-10 Yrs,25-40 Lacs PA,Hyderabad,Full Time,ML
Manager-Data Science,Visa Inc,4.2,4-7 Yrs,Not disclosed,Bangalore,Full Time,DataAanlysis
AI and Data Science Engineer,Loyalytics Consulting,3.8,5-10 Yrs,Not disclosed,Bangalore,Full Time,Management 
Data Science consultant,Accenture,4.1,4-5 Yrs,Not disclosed,Bangalore,Full Time,Python
Manager-Data Science,PwC,3.6,3-7 Yrs,Not disclosed,Hyderabad,Full Time,ML
Data Science - Pricing & Promo Analytics - Senior Associate 2 - ANI,PwC,3.6,6-11 Yrs,Not disclosed,Hyderabad,Full Time,AWS
Data Science Engineer,Ihub Anubhuti,4.1,2-7 Yrs,"60,000-1 Lacs PA",New Delhi,Full Time,Python
Data Science Engineer 1,Emerson,4.1,2-3 Yrs,Not disclosed,Mumbai,Full Time,Python
Data Science Engineer 1,Copeland,4,2-3 Yrs,Not disclosed,Mumbai,Full Time,Python
Manager-Data Science,Globaldata,3.8,7-12 Yrs,Not disclosed,Hyderabad,Full Time,Python
Manager-Data Science,Rintelo Consulting,4.1,8-13 Yrs,Not disclosed,Gurgaon,Full Time,DataAanlysis
Manager-Data Science,PwC,3.6,3-6 Yrs,Not disclosed,Hyderabad,Full Time,AWS
Manager-Data Science,PwC,3.6,3-7 Yrs,Not disclosed,Hyderabad,Full Time,ML
Data Science Engineer,Arbo Technologies,4.1,2-7 Yrs,Not disclosed,Bangalore,WFH,Python
Lead Data Scientist,Accenture,4.1,6-8 Yrs,Not disclosed,Chennai,WFH,SQL
"Senior Analyst/ Data Scientist - Data Science
",Tiger Analytics,3.5,2-7 Yrs,Not disclosed,Hyderabad,WFH,DataAanlysis
Manager-Data Science,Tredence,3.6,8-10 Yrs,Not disclosed,Hyderabad,Full Time,SQL
Director - Data Science | Kenvue,Talent500,2.7,15-22 Yrs,Not disclosed,Bangalore,Full Time,ML
Manager-Data Science,Antworks,3.6,10-14 Yrs,Not disclosed,Chennai,Full Time,ML
Data Science Analyst,Ira Commerce,4.1,3-8 Yrs,Not disclosed,Hyderabad,Full Time,Python
Data Sciences Professional,Nadal Business Services Pvt Ltd,4.1,8-12 Yrs,Not disclosed,Hyderabad,Full Time,AWS
Data science Professional,Techsist Solution,4.1,5-8 Yrs,Not disclosed,Hyderabad,Full Time,Python
Manager-Data Science,Tata Chemicals,4.1,5-8 Yrs,Not disclosed,Mumbai,Full Time,AWS
Manager-Data Science,BMC Software,4.2,10-12 Yrs,Not disclosed,Mumbai,Full Time,Management 
Data Science Engineer | Data Science Consulting Company | GGN,unnati,4.1,1-3 Yrs,12-15 Lacs PA,New Delhi,Full Time,Python
Machine Learning Engineer - Data Modeling/Data Science,Okda Solutions,4.1,4-6 Yrs,Not disclosed,Mumbai,Full Time,ML
Applied Intelligence Analyst / Consultant - Marketing - Data Science,Accenture,4.1,3-5 Yrs,Not disclosed,Bangalore,Full Time,Python
Lead Data Scientist,V Mart,4.2,6-9 Yrs,Not disclosed,New Delhi,Full Time,Python
Business Analyst - Data Science,PayU,3.8,4-9 Yrs,Not disclosed,Bangalore,Full Time,ML
"Senior Analyst, Data Science",DUN BRADSTREET INFORMATION SERVICES INDIA PRIVATE LIMITED,3.6,5-8 Yrs,Not disclosed,Hyderabad,Full Time,SQL
Data Science Engineer : Bangalore,Oracle,3.9,5-9 Yrs,Not disclosed,Bangalore,Full Time,Python
Senior Analyst Data Science,Navit Software Solutions,4.4,5-8 Yrs,Not disclosed,Hyderabad,Full Time,DeepLearning
Sr Data Scientist,Visa Inc,4.2,8-13 Yrs,Not disclosed,Bangalore,Full Time,Management 
Manager-Data Science,Cerner,3.9,3-7 Yrs,Not disclosed,Bangalore,Full Time,ML
Associate Scientist- Data Science,Axa Technology Services,4.2,3-7 Yrs,Not disclosed,Gurgaon,Full Time,ML
Engineer - Data Science (DATA SCIENCE ENGINEER),Ninestars Information Technologies,3.5,0-1 Yrs,Not disclosed,Bangalore,Full Time,ML
Data Science Analyst,Pepsi Foods,4.1,4-7 Yrs,Not disclosed,Hyderabad,Full Time,SQL
Manager-Data Science,PwC,3.6,8-13 Yrs,Not disclosed,Hyderabad,Full Time,AWS
AI and Data Science Engineer,Ethnotech Academy,3.8,2-5 Yrs,Not disclosed,Bangalore,Full Time,ML
Data Science Engineer,Conneqt Digital,3.8,4-7 Yrs,Not disclosed,Bangalore,Full Time,ML
Senior Specialist Data Science,Dr Reddys,4.2,2-5 Yrs,Not disclosed,Hyderabad,Full Time,Management 
Lead Data Scientist,Bajaj Finserv Ltd.,3.6,3-6 Yrs,Not disclosed,Mumbai,Full Time,Management 
Data Science Analyst,Ira Commerce,4.1,1-3 Yrs,Not disclosed,Hyderabad,Full Time,Python
Data Science/Analyst,Myfuturejobs,4.1,2-5 Yrs,Not disclosed,New Delhi,Full Time,DataAanlysis
Senior Software Engineer - Data Science,Skillety,3.2,5-7 Yrs,Not disclosed,Bangalore,Full Time,ML
Junior Software Engineer - Data Science,LogiNext,3.4,0-1 Yrs,Not disclosed,Mumbai,Full Time,SQL
Lead Data Scientist,All About It India,4.3,7-10 Yrs,Not disclosed,Hyderabad,Full Time,Management 
"Scientist, Data Science",XPO,3.7,2-5 Yrs,Not disclosed,Hyderabad,Full Time,AWS
Lead Data Scientist,Jet2 Travel Technologies,3.6,7-10 Yrs,Not disclosed,Mumbai,Full Time,Python
Manager-Data Science,Globaldata,3.8,7-12 Yrs,Not disclosed,Hyderabad,Full Time,DeepLearning
Lead Data Scientist,Jet2 Travel Technologies,3.6,5-8 Yrs,Not disclosed,Mumbai,Full Time,ML
Lead Data Scientist,Essenware,4.3,10-12 Yrs,Not disclosed,Hyderabad,Full Time,DataAanlysis
Manager-Data Science,General Mills,4.3,8-12 Yrs,Not disclosed,Mumbai,Full Time,Management 
Specialist - Data Science - GMO,Dr Reddys,4.2,2-6 Yrs,Not disclosed,Hyderabad,Full Time,ML
Lead Data Scientist,Dr Reddys,4.2,2-5 Yrs,Not disclosed,Hyderabad,Full Time,ML
"Quality Assurance Engineer, Data Science",Epiq Global,4.1,4-8 Yrs,Not disclosed,Hyderabad,Full Time,Python
Data Science Developer,TRH Consultancy Services,4.1,5-10 Yrs,Not disclosed,Hyderabad,Full Time,DeepLearning
AI and Data Science Engineer,Alp Consulting,3.5,2-5 Yrs,Not disclosed,Mumbai,Full Time,ML
AI and Data Science Engineer,Uncodemy,4.8,2-7 Yrs,7-12 Lacs PA,New Delhi,Full Time,Python
AI and Data Science Engineer,Techvidya Career,3.8,1-4 Yrs,1.5-4.5 Lacs PA,New Delhi,Full Time,Python
Manager-Data Science,BNY Mellon,4.1,15-20 Yrs,Not disclosed,Mumbai,Full Time,Management 
AI and Data Science Engineer,Rtwo Healthcare Solutions Llp,4.1,3-8 Yrs,Not disclosed,Bangalore,Full Time,SQL
Data Science Engineer III - Machine Learning,OptOut.Work,4.1,6-11 Yrs,Not disclosed,Bangalore,Full Time,Python
AI and Data Science Engineer,Limendo,4.1,2-9 Yrs,Not disclosed,Bangalore,Full Time,SQL
Senior Software Engineer - Data Science,LogiNext,3.4,4-7 Yrs,Not disclosed,Mumbai,Full Time,AWS
Senior Digital Innovation Engineer - Data Science,Buckman,3.3,3-7 Yrs,Not disclosed,Chennai,Full Time,ML
Data Science Professional,Response Informatics,3.9,5-10 Yrs,Not disclosed,Hyderabad,Full Time,ML
Manager-Data Science,Booking Holdings,4.7,2-6 Yrs,Not disclosed,Bangalore,Full Time,ML
Manager-Data Science,Xcel Hires Managment Solutions Pvt Ltd,4.1,5-8 Yrs,Not disclosed,Bangalore,Full Time,ML
Manager-Data Science,Digit88,3.9,5-7 Yrs,Not disclosed,Bangalore,Full Time,Management 
Manager-Data Science,Xoom,4.1,1-3 Yrs,Not disclosed,Bangalore,Full Time,Management 
Data science with Statistics Professional,Skillety,3.2,1-3 Yrs,Not disclosed,Bangalore,Full Time,ML
Data Science Professional,Xitadel,4,2-6 Yrs,Not disclosed,Bangalore,WFH,SQL
Data Engineer/data Science Consultant,Career Infosystem,4.1,4-9 Yrs,Not disclosed,Bangalore,WFH,Management 
Manager-Data Science,TRH Consultancy Services,4.1,10-20 Yrs,Not disclosed,Hyderabad,WFH,Management 
Data Science Engineer,Xperthunt Systems,4.1,3-7 Yrs,Not disclosed,Bangalore,WFH,Python
Data Scientist - R/Python,SRS Business Solutions (india),4.1,10-12 Yrs,Not disclosed,Hyderabad,WFH,Python
Manager-Data Science,Merilytics,3.5,3-6 Yrs,Not disclosed,Hyderabad,WFH,Python
VP & Head-Data Science & Analytics For International Markets,Vertex Corporate Services (i),4.1,20-27 Yrs,Not disclosed,Bangalore,WFH,Python
Manager-Data Science,HyrEzy Talent Solution,4.1,5-8 Yrs,Not disclosed,Bangalore,WFH,ML
Head Data Science,Manpowergroup Services India,4.1,10-15 Yrs,Not disclosed,Gurgaon,WFH,Python
Engineer II Data Science,Copeland,4,2-3 Yrs,Not disclosed,Mumbai,WFH,SQL
"Quality Assurance Engineer, Data Science","Epiq Systems, Inc.",4.1,3-8 Yrs,Not disclosed,Hyderabad,WFH,Python
Data Science Solution Engineer,alight,4.1,1-3 Yrs,Not disclosed,Gurgaon,WFH,SQL
Data Science Engineer - Deep Learning / Neural Networks,CARBYNETECH,4.4,3-7 Yrs,Not disclosed,Hyderabad,WFH,Python
Data Science Engineer,QiO,1,10-15 Yrs,Not disclosed,Mumbai,WFH,AWS
Data Science Engineer,Copeland,4,1-7 Yrs,Not disclosed,Mumbai,WFH,ML
Data Science Engineer,Consilium Software,2.5,2-5 Yrs,Not disclosed,New Delhi,WFH,ML
Software Engineer - Data Science,LogiNext,3.4,2-3 Yrs,Not disclosed,Mumbai,WFH,AWS
Manager-Data Science,Circle K Stores Inc,4.7,4-7 Yrs,Not disclosed,Gurgaon,WFH,SQL
Manager-Data Science,Technovert,3.8,8-9 Yrs,Not disclosed,Hyderabad,WFH,DataAanlysis
Manager-Data Science,Technovert,3.8,8-12 Yrs,Not disclosed,Hyderabad,WFH,DataAanlysis
Manager-Data Science,Technovert,3.8,9-12 Yrs,Not disclosed,Hyderabad,WFH,Management 
Manager-Data Science,SPM Jobs,4.1,10-15 Yrs,Not disclosed,Mumbai,WFH,SQL
Manager-Data Science,Innominds Software,3.2,10-15 Yrs,Not disclosed,Hyderabad,WFH,ML
Manager-Data Science,Innovominds Solutions,4.1,10-20 Yrs,Not disclosed,Hyderabad,WFH,ML
Manager-Data Science,Wolters Kluwer,3.9,5-8 Yrs,Not disclosed,Mumbai,WFH,Management 
Associate Vice President - Data Science,LogiNext,3.4,11-14 Yrs,Not disclosed,Mumbai,WFH,AWS
Lead Data Scientist,Beechi Vidya Kendra Trust,4.1,3-5 Yrs,Not disclosed,Hyderabad,WFH,ML
Manager-Data Science,GXO Logistics,3.9,2-12 Yrs,Not disclosed,Mumbai,WFH,Management 
Manager-Data Science,Digilytics,4.2,7-10 Yrs,Not disclosed,Gurgaon,WFH,SQL
AI and Data Science Engineer,Prime Search,4.1,3-9 Yrs,Not disclosed,Gurgaon,WFH,Python
Data Science Consultants,Soothsayer Analytics,4.1,2-7 Yrs,Not disclosed,Hyderabad,WFH,SQL
Manager-Data Science,Xcel Hires Managment Solutions Pvt Ltd,4.1,10-13 Yrs,Not disclosed,Mumbai,WFH,SQL
Data Science Professional,Pranathi Software Services,3,2-3 Yrs,Not disclosed,Hyderabad,WFH,SQL
Lead Data Scientist,Talent Socio,3.6,3-7 Yrs,Not disclosed,Hyderabad,WFH,Management 
Manager-Data Science,Talent Socio,3.6,8-9 Yrs,Not disclosed,Hyderabad,WFH,DataAanlysis
CarbyneTech - Data Science Engineer - Machine/Deep Learning Models,CARBYNETECH,4.1,4-8 Yrs,Not disclosed,Hyderabad,WFH,Python
Business Intelligence - Data Science & Analyst,Strategic Talent,4.1,5-10 Yrs,Not disclosed,Bangalore,WFH,AWS
Data Analyst - Findability Sciences,Findability Sciences,3.9,3-8 Yrs,Not disclosed,Mumbai,WFH,Python
Data Science - Route Optimization-Associate - ANI,PwC,3.6,2-7 Yrs,Not disclosed,Hyderabad,Full Time,AWS
Lead Data Scientist,ICICI Bank,4,14-20 Yrs,1-2.75 Lacs PA,Hyderabad,Full Time,Python
Senior Analyst/ Data Scientist,Tiger Analytics,3.5,1-5 Yrs,Not disclosed,Hyderabad,Full Time,ML
Intern – Computer Science/ Data Analyst,Pratham Edusys,4.1,0-1 Yrs,Not disclosed,Gurgaon,Full Time,Management 
Manager-Data Science,Reed And Willow ( A Unit Of Talright Technologies ),4.1,14-20 Yrs,Not disclosed,Bangalore,Full Time,Python
Manager-Data Science,All About It India,4.3,12-15 Yrs,Not disclosed,Hyderabad,Full Time,ML
Senior Data Scientist - Artificial Intelligence/Machine Learning,Seacross Recruitment Services,4.1,4-9 Yrs,Not disclosed,Mumbai,Full Time,Python
Senior Analyst/Data Scientist,Tiger Analytics,3.5,2-7 Yrs,Not disclosed,Hyderabad,Full Time,Python
Data Scientist,Globals Ites,4.2,5-8 Yrs,Not disclosed,Bangalore,Full Time,Python
Manager-Data Science,Unique Occupational Services (UOS),4.1,5-8 Yrs,10-20 Lacs PA,Hyderabad,Full Time,AWS
Data Scientist - Engine Algorithm,Primo Hiring,4.1,1-3 Yrs,Not disclosed,Hyderabad,Full Time,Python
Data Scientist - Engine Algorithm,Primo Hiring,4.1,1-3 Yrs,Not disclosed,Hyderabad,Full Time,Management 
Lead Data Scientist,Megma Services,4.1,4-9 Yrs,Not disclosed,Mumbai,Full Time,SQL
Senior Data Scientist,Seacross Recruitment Services,4.1,5-7 Yrs,Not disclosed,Mumbai,Full Time,AWS
Senior Data Scientist / Senior ML Engineer,Agile Airport Services,4.1,2-8 Yrs,Not disclosed,Gurgaon,Full Time,ML
Urgent Hiring For MNC || Data Scientist,Virtuoso Staffing Solutions,4.1,8-13 Yrs,Not disclosed,Gurgaon,Full Time,Python
Chief Data Science Role - Bank,Dimensions HRD Consultants,4.1,15-20 Yrs,Not disclosed,Mumbai,Full Time,Satistics
SENIOR DATA SCIENTIST,Walmart,4,1-10 Yrs,Not disclosed,Chennai,Full Time,SQL
Data Science & Analytics,V Konnect ,4,15-18 Yrs,Not disclosed,Mumbai,Full Time,ML
Data Science (Analytics),Talent Socio,3.6,1-5 Yrs,Not disclosed,Gurgaon,Full Time,SQL
Senior Data Analyst - X Delivery,Boston Consulting Group,3.6,3-6 Yrs,Not disclosed,Bangalore,Full Time,Management 
Data Scientist - Predictive Modeling & Machine Learning,Redbox,4.1,3-8 Yrs,Not disclosed,Gurgaon,Full Time,Python
ACN - Applied Intelligence - Finance - Data Science - 09,Accenture,4.1,3-5 Yrs,Not disclosed,Bangalore,Full Time,ML
Sr Data Scientist,AVE-Promagne Business Solutions,4.1,4-8 Yrs,Not disclosed,Bangalore,Full Time,Python
"Product Analyst, Search, Data Science and Engineering",Google Asia Pacific,4.4,5-10 Yrs,Not disclosed,Bangalore,Full Time,Python
Lighthouse Data Science Senior,KPMG Global Services,3.7,3-6 Yrs,Not disclosed,Bangalore,Full Time,ML
Data Scientist,Cropin Technology Solutions,3.2,2-6 Yrs,Not disclosed,Bangalore,Full Time,Python
Data Scientist,Hbic Solutions,4.1,0-2 Yrs,Not disclosed,Hyderabad,Full Time,Python
"Data Scientist, Trial Operations Analytics",GSK India,4.1,4-7 Yrs,Not disclosed,Bangalore,Full Time,ML
Applied Intelligence - Marketing - Data Science - 09,Accenture,4.1,4-5 Yrs,Not disclosed,Bangalore,Full Time,Management 
Applied Intelligence - Marketing - Data Science - 09,Accenture,4.1,4-5 Yrs,Not disclosed,Bangalore,Full Time,Python
Applied Intelligence - Marketing - Data Science - 11,Accenture,4.1,2-3 Yrs,Not disclosed,Bangalore,Full Time,Python
Data Analyst,Arbeit Associates,4.1,3-7 Yrs,10-16 Lacs PA,Gurgaon,Full Time,Python
Data Analyst 5,Target,4.4,2-4 Yrs,Not disclosed,Bangalore,Full Time,DataAanlysis
Data Analyst,Talent Zone Consultant,4.4,10-12 Yrs,Not disclosed,Bangalore,Full Time,DataAanlysis
Sr Data Scientist,Genpact,4,8-13 Yrs,20-35 Lacs PA,Bangalore,Full Time,Python
Senior Data Scientist,Grid Dynamics,4.4,6-9 Yrs,Not disclosed,Hyderabad,Full Time,Python
Data Science Data Designer,Accenture,4.1,6-8 Yrs,Not disclosed,Bangalore,Full Time,Python
Data Science Data Designer,Accenture,4.1,8-10 Yrs,Not disclosed,Bangalore,Full Time,Python
Data Analyst,Varite,4.1,0-2 Yrs,Not disclosed,Chennai,Full Time,ML
Lead Data Scientist,Bajaj Finserv Ltd.,3.6,3-7 Yrs,Not disclosed,Mumbai,Full Time,Management 
Lead Data Scientist,VDart Software Services,4.1,7-12 Yrs,Not disclosed,Bangalore,Full Time,Python
Data Science - Market Mix Modelling- Associate - ANI,PwC,3.6,2-7 Yrs,Not disclosed,Hyderabad,Full Time,AWS
Data Scientist,Xpheno,3.3,3-7 Yrs,Not disclosed,Bangalore,Full Time,AWS
Applied Intelligence - Marketing - Data Science (Regular) - 07,Accenture,4.1,5-10 Yrs,Not disclosed,Bangalore,Full Time,Python
Applied Intelligence - Marketing - Data Science (Regular) - 09,Accenture,4.1,3-5 Yrs,Not disclosed,Bangalore,Full Time,AWS
Risk Advisory Data Analytics Analyst,KPMG Global Services,3.7,0-2 Yrs,Not disclosed,Bangalore,Full Time,DataAanlysis
Senior Data Scientist,Datawrkz,4.3,3-5 Yrs,Not disclosed,Bangalore,Full Time,ML
Senior Data Scientist,Tvarit Gmbh,3.4,3-8 Yrs,Not disclosed,Mumbai,Full Time,ML
Senior Data Scientist,Therecruit,4.1,5-7 Yrs,Not disclosed,Gurgaon,Full Time,Python
Senior Data Scientist - Natural Language Processing,Rocket Software,4.2,7-12 Yrs,Not disclosed,Chennai,Full Time,ML
Data Scientist - Senior Analyst,Meredith,4,5-10 Yrs,Not disclosed,Bangalore,Full Time,ML
Data Scientist - Senior Analyst,Dotdash Meredith,4.3,5-10 Yrs,Not disclosed,Bangalore,Full Time,ML
Data Scientist - R/Python,The Nikharv Consultancy,4.1,3-6 Yrs,Not disclosed,Hyderabad,Full Time,Python
Lead Data Scientist,Hdfc Bank,3.9,10-15 Yrs,Not disclosed,Mumbai,Full Time,AWS
Data Scientist,fair value consultancy,4.1,3-5 Yrs,Not disclosed,Bangalore,Full Time,Python
Data Scientist,Fractal Analytics,4.1,3-7 Yrs,Not disclosed,Mumbai,Full Time,SQL
Principal Data Scientist,GSK,4.2,1-6 Yrs,Not disclosed,Hyderabad,Full Time,ML
Lead Data Scientist,Cognizant,3.9,10-15 Yrs,Not disclosed,Hyderabad,Full Time,Python
Data Scientist,Infosys,3.9,3-5 Yrs,Not disclosed,Bangalore,Full Time,Python
Data Scientist - Phd only,Anurag Electronic Gujarat,1.2,0-2 Yrs,12-15 Lacs PA,Mumbai,Full Time,DeepLearning
Data Analyst,LKQ India,4,4-7 Yrs,Not disclosed,Chennai,Full Time,SQL
Data Analyst,Rekrut India,4.1,3-5 Yrs,12-14 Lacs PA,Bangalore,Full Time,Python
Data Analyst,Luxoft,4.1,2-6 Yrs,Not disclosed,Gurgaon,Full Time,AWS
"Analyst, Growth and Data Products",Dow Jones,3.3,3-7 Yrs,Not disclosed,Bangalore,Full Time,Python
Principal Data Scientist/Senior Data Scientist/Data Scientist,Benovymed Healthcare,4.1,0-5 Yrs,Not disclosed,New Delhi,Full Time,ML
Senior Data Scientist,Comviva Technology,3.5,7-9 Yrs,Not disclosed,Bangalore,Full Time,SQL
Senior Data Scientist,Comviva Technology,3.5,4-7 Yrs,Not disclosed,Bangalore,Full Time,SQL
Senior Data Scientist,Comviva Technology,3.5,4-7 Yrs,Not disclosed,Bangalore,Full Time,ML
Sr Data Scientist,Benovymed Healthcare,4.1,0-5 Yrs,Not disclosed,New Delhi,Full Time,ML
Senior Data Analyst,Saarthee Technology,2.5,1-4 Yrs,6-15 Lacs PA,Gurgaon,Full Time,SQL
Sr Data Scientist,Absolutdata,4.4,4-8 Yrs,Not disclosed,New Delhi,Full Time,ML
Urgent Hiring For Data Science|Happiest Minds||Bangalore | Pune| Noida,Happiest Minds Technologies,4,10-15 Yrs,Not disclosed,Bangalore,Full Time,ML
Manager-Data Science,RC Project Consultancy,4.1,10-14 Yrs,Not disclosed,Mumbai,Full Time,SQL
Manager-Data Science,RC Project Consultancy,4.1,10-12 Yrs,Not disclosed,Mumbai,Full Time,Management 
ACN - Applied Intelligence - Finance - Data Science - 09,Accenture,4.1,3-5 Yrs,Not disclosed,Chennai,Full Time,ML
ACN - Applied Intelligence - Finance - Data Science - 09,Accenture,4.1,3-5 Yrs,Not disclosed,Mumbai,Full Time,ML
ACN - Applied Intelligence - Finance - Data Science - 09,Accenture,4.1,3-5 Yrs,Not disclosed,Gurgaon,Full Time,ML
Data Engineer - Scientist,ERM Placement Services (p) Ltd.,4.1,5-7 Yrs,Not disclosed,Bangalore,Full Time,ML
Data Analyst,Archance Hr Services,4.1,3-6 Yrs,3.5-4 Lacs PA,Bangalore,Full Time,DataAanlysis
Data Analyst,Capgemini,3.9,6-9 Yrs,Not disclosed,Mumbai,Full Time,SQL
Data Analytics Intern,Reliance Games,2.5,0-1 Yrs,Not disclosed,Mumbai,Full Time,SQL
Data Scientist - Senior Analyst,Time Analytic & Shared Services,4.8,3-6 Yrs,Not disclosed,Bangalore,Full Time,ML
Junior Data Scientist,Datawrkz,4.3,1-2 Yrs,Not disclosed,Bangalore,Full Time,SQL
Data Science,Lericon Infomatics Pvt.ltd,4.1,2-4 Yrs,Not disclosed,Bangalore,Full Time,Python
Data Scientist,Neal Analytics,3.4,2-7 Yrs,Not disclosed,Mumbai,Full Time,SQL
Data Scientist,4S Advisory,4.1,4-8 Yrs,Not disclosed,Bangalore,Full Time,Python
Data Scientist,Xoom,4.1,3-5 Yrs,Not disclosed,Bangalore,Full Time,Satistics
Urgent Opening For Data Scientist,Peoplefy Infosolutions,4.1,8-13 Yrs,Not disclosed,Mumbai,Full Time,ML
Data Scientist,Verolt Engineering,4.1,4-9 Yrs,Not disclosed,Mumbai,Full Time,DataAanlysis
Data Scientist,Acme Services,4.7,2-8 Yrs,Not disclosed,Mumbai,Full Time,SQL
Services Delivery Head - Data Science,3i Infotech,3.6,12-18 Yrs,Not disclosed,Bangalore,Full Time,ML
Manager-Data Science,CBRE,4.2,15-17 Yrs,Not disclosed,Hyderabad,Full Time,DataAanlysis
Data Analytics and Strategic Insights Analyst,United Nations Development Programme (UNDP),4.4,2-4 Yrs,Not disclosed,New Delhi,Full Time,Management 
"Analyst, Growth and Data Products",News Corp Australia,4.3,3-8 Yrs,Not disclosed,Bangalore,Full Time,Python
Power Bi Analyst / Data Analyst,What Digital Technologies,4.1,4-7 Yrs,6-12 Lacs PA,Bangalore,Full Time,Python
Data Scientist - R/Python,AVE-Promagne Business Solutions,4.1,6-11 Yrs,Not disclosed,Bangalore,Full Time,Python
Sr Data Scientist,Persolkelly India,4,5-9 Yrs,Not disclosed,Mumbai,Full Time,ML
Senior Expert Data Science,Novartis,4.1,4-7 Yrs,Not disclosed,Hyderabad,Full Time,ML
AI and Data Science Engineer,Randstad India,4.1,5-8 Yrs,Not disclosed,Bangalore,Full Time,AWS
Data Scientist,Comviva Technology,3.5,5-7 Yrs,Not disclosed,Bangalore,Full Time,SQL
Data Scientist,Terafin Infotech,4.8,2-5 Yrs,3-8 Lacs PA,Chennai,Full Time,ML
Manager-Data Science,TRH Consultancy Services,4.1,8-13 Yrs,Not disclosed,Hyderabad,Full Time,Satistics
Lead Data Scientist,TRH Consultancy Services,4.1,8-13 Yrs,Not disclosed,Hyderabad,Full Time,Python
Data Science Architect,TRH Consultancy Services,4.1,16-18 Yrs,Not disclosed,Hyderabad,Full Time,ML
Data Scientist,Getwork,3.1,1-3 Yrs,8-12 Lacs PA,Gurgaon,Full Time,Python
Data Scientist || Immediate Joiner,Sun Life,4.4,3-7 Yrs,Not disclosed,Gurgaon,Full Time,Python
Data Science Architect,TRH Consultancy Services,4.1,8-13 Yrs,Not disclosed,Hyderabad,Full Time,Python
Chief Architect- Data Sciences,TRH Consultancy Services,4.1,9-14 Yrs,Not disclosed,Hyderabad,Full Time,Python
Associate  Director - Data Sciences,WNS Holdings,3.6,12-18 Yrs,Not disclosed,Bangalore,Full Time,Python
Job Opportunity-Data Science -Fujitsu,Fujitsu,4,3-8 Yrs,Not disclosed,Bangalore,Full Time,Python
Lead Data Scientist,Shell,4.3,5-10 Yrs,Not disclosed,Bangalore,Full Time,SQL
Manager-Data Science,Tredence,3.6,2-4 Yrs,Not disclosed,Bangalore,Full Time,ML
Data Science,Techvaraha Solutions,4.1,3-5 Yrs,Not disclosed,Bangalore,Full Time,Python
Principal Data Science Engineer,Sabre,3.9,10-20 Yrs,Not disclosed,Bangalore,Full Time,Management 
Data Analyst - FinTech,Primo Hiring,4.1,1-2 Yrs,Not disclosed,Hyderabad,Full Time,SQL
Data Analyst,Bright Capital,4.3,1-3 Yrs,Not disclosed,Bangalore,Full Time,Python
Data Analyst,Growthneeti,4.1,1-2 Yrs,1.75-2.5 Lacs PA,Gurgaon,Full Time,DataAanlysis
Data Analyst,Macstat International,4.1,1-5 Yrs,2.5-7.5 Lacs PA,Gurgaon,Full Time,Management 
Data Analyst,KAS Group Asia,4.1,3-5 Yrs,Not disclosed,Gurgaon,Full Time,Management 
Lead Data Scientist,Launch It Consulting,3.6,7-10 Yrs,Not disclosed,Hyderabad,Full Time,Python
Data Analyst (Credit Strategy),Adecco Group,4.1,2-5 Yrs,3.75-7 Lacs PA,Bangalore,Full Time,SQL
Data Analyst,Aptech Aviation Academy,2.3,2-4 Yrs,Not disclosed,Mumbai,Full Time,Python
Data Analyst - Insurance,Serving Skill,4.1,1-6 Yrs,Not disclosed,Mumbai,Full Time,SQL
Data Scientist - Senior Associate,PwC,3.6,4-6 Yrs,Not disclosed,Hyderabad,Full Time,AWS
Sr Data Scientist,Zeta Inc.,3.3,3-7 Yrs,Not disclosed,Bangalore,Full Time,SQL
